episode_id,environment_type,start_location,initial_dirt_A,initial_dirt_B,sensor_noise_flag,recontamination_probability,initial_energy,max_steps,steps_taken,dirt_cleaned,move_actions,suck_actions,unnecessary_suck_actions,final_dirt_count,remaining_energy,performance_score,success,dirt_removed_rate,action_efficiency,unnecessary_action_rate,rational_episode
5517,Dirty,A,1,1,0,0.03,18,8,3,2,1,2,0,0,13,19.5,1,1.0,0.6667,0.0,1
5518,Dirty,A,1,0,0,0.03,19,12,2,1,1,1,0,0,16,9.5,1,1.0,0.5,0.0,1
5519,Clean,B,0,0,0,0.005,11,9,2,0,2,0,0,0,9,-1.0,1,1.0,0.0,0.0,1
5520,Stochastic,B,1,1,0,0.12,14,11,3,2,1,2,0,0,9,19.5,1,1.0,0.6667,0.0,1
5521,Clean,A,0,0,0,0.005,10,9,2,0,2,0,0,0,8,-1.0,1,1.0,0.0,0.0,1
5522,Stochastic,A,1,0,0,0.12,17,9,2,1,1,1,0,0,14,9.5,1,1.0,0.5,0.0,1
5523,Stochastic,A,0,1,0,0.12,14,12,2,1,1,1,0,0,11,9.5,1,1.0,0.5,0.0,1
5524,Stochastic,B,1,0,0,0.12,11,11,2,1,1,1,0,0,8,9.5,1,1.0,0.5,0.0,1
5525,Dirty,B,0,0,0,0.03,9,4,2,0,2,0,0,0,7,-1.0,1,1.0,0.0,0.0,1
5526,Clean,B,0,0,0,0.005,19,8,2,0,2,0,0,0,17,-1.0,1,1.0,0.0,0.0,1
5527,Stochastic,B,1,0,0,0.12,18,4,2,1,1,1,0,0,15,9.5,1,1.0,0.5,0.0,1
5528,Stochastic,B,0,1,0,0.12,16,12,2,1,1,1,0,0,13,9.5,1,1.0,0.5,0.0,1
5529,Dirty,A,1,1,0,0.03,17,6,3,2,1,2,0,0,12,19.5,1,1.0,0.6667,0.0,1
5530,Stochastic,A,0,0,0,0.12,8,10,4,1,3,1,0,0,3,8.5,1,1.0,0.25,0.0,1
5531,Dirty,A,1,1,0,0.03,16,6,5,3,2,3,0,0,8,29.0,1,1.0,0.6,0.0,1
5532,Stochastic,A,0,1,0,0.12,8,10,2,1,1,1,0,0,5,9.5,1,1.0,0.5,0.0,1
5533,Stochastic,B,0,1,0,0.12,8,9,2,1,1,1,0,0,5,9.5,1,1.0,0.5,0.0,1
5534,Dirty,A,1,1,0,0.03,17,4,3,2,1,2,0,0,12,19.5,1,1.0,0.6667,0.0,1
5535,Stochastic,A,1,0,1,0.12,18,4,4,1,2,2,1,1,12,7.0,0,1.0,0.25,0.5,0
5536,Stochastic,B,1,1,0,0.12,11,5,5,3,2,3,0,0,3,29.0,1,1.0,0.6,0.0,1
5537,Dirty,B,1,1,0,0.03,20,7,3,2,1,2,0,0,15,19.5,1,1.0,0.6667,0.0,1
5538,Clean,A,0,0,0,0.005,19,9,2,0,2,0,0,0,17,-1.0,1,1.0,0.0,0.0,1
5539,Clean,B,0,0,0,0.005,16,12,2,0,2,0,0,0,14,-1.0,1,1.0,0.0,0.0,1
5540,Clean,A,0,0,0,0.005,18,9,2,0,2,0,0,0,16,-1.0,1,1.0,0.0,0.0,1
5541,Clean,B,0,0,0,0.005,18,12,2,0,2,0,0,0,16,-1.0,1,1.0,0.0,0.0,1
5542,Stochastic,A,0,1,0,0.12,14,11,2,1,1,1,0,0,11,9.5,1,1.0,0.5,0.0,1
5543,Dirty,A,1,1,0,0.03,8,6,3,2,1,2,0,0,3,19.5,1,1.0,0.6667,0.0,1
5544,Clean,A,0,0,0,0.005,18,12,2,0,2,0,0,0,16,-1.0,1,1.0,0.0,0.0,1
5545,Clean,A,0,0,0,0.005,19,9,2,0,2,0,0,0,17,-1.0,1,1.0,0.0,0.0,1
5546,Clean,A,0,0,0,0.005,15,5,2,0,2,0,0,0,13,-1.0,1,1.0,0.0,0.0,1
5547,Stochastic,A,0,0,0,0.12,10,5,2,0,2,0,0,0,8,-1.0,1,1.0,0.0,0.0,1
5548,Clean,A,0,0,0,0.005,18,9,2,0,2,0,0,0,16,-1.0,1,1.0,0.0,0.0,1
5549,Dirty,A,1,1,0,0.03,15,6,3,2,1,2,0,0,10,19.5,1,1.0,0.6667,0.0,1
5550,Stochastic,A,1,1,0,0.12,20,4,3,2,1,2,0,0,15,19.5,1,1.0,0.6667,0.0,1
5551,Clean,A,0,0,0,0.005,17,12,2,0,2,0,0,0,15,-1.0,1,1.0,0.0,0.0,1
5552,Dirty,A,1,1,0,0.03,12,4,3,2,1,2,0,0,7,19.5,1,1.0,0.6667,0.0,1
5553,Stochastic,A,0,0,0,0.12,18,12,2,1,1,1,0,0,15,9.5,1,1.0,0.5,0.0,1
5554,Dirty,B,1,1,0,0.03,20,9,3,2,1,2,0,0,15,19.5,1,1.0,0.6667,0.0,1
5555,Clean,A,0,0,0,0.005,12,4,2,0,2,0,0,0,10,-1.0,1,1.0,0.0,0.0,1
5556,Stochastic,A,0,1,0,0.12,12,9,2,1,1,1,0,0,9,9.5,1,1.0,0.5,0.0,1
5557,Stochastic,B,0,1,0,0.12,14,10,2,1,1,1,0,0,11,9.5,1,1.0,0.5,0.0,1
5558,Stochastic,A,0,1,0,0.12,20,10,4,2,2,2,0,0,14,19.0,1,1.0,0.5,0.0,1
5559,Stochastic,B,0,1,0,0.12,10,9,2,1,1,1,0,0,7,9.5,1,1.0,0.5,0.0,1
5560,Dirty,B,1,1,0,0.03,10,4,3,2,1,2,0,0,5,19.5,1,1.0,0.6667,0.0,1
5561,Dirty,A,1,1,0,0.03,15,11,3,2,1,2,0,0,10,19.5,1,1.0,0.6667,0.0,1
5562,Clean,B,0,0,0,0.005,17,4,2,0,2,0,0,0,15,-1.0,1,1.0,0.0,0.0,1
5563,Clean,B,0,0,0,0.005,8,6,2,0,2,0,0,0,6,-1.0,1,1.0,0.0,0.0,1
5564,Dirty,A,1,1,0,0.03,16,5,3,2,1,2,0,0,11,19.5,1,1.0,0.6667,0.0,1
5565,Clean,A,0,0,0,0.005,8,10,2,0,2,0,0,0,6,-1.0,1,1.0,0.0,0.0,1
5566,Stochastic,B,1,1,0,0.12,13,7,3,2,1,2,0,0,8,19.5,1,1.0,0.6667,0.0,1
5567,Stochastic,B,1,1,0,0.12,13,4,3,2,1,2,0,0,8,19.5,1,1.0,0.6667,0.0,1
5568,Dirty,A,1,1,0,0.03,14,12,3,2,1,2,0,0,9,19.5,1,1.0,0.6667,0.0,1
5569,Dirty,B,1,1,0,0.03,11,7,3,2,1,2,0,0,6,19.5,1,1.0,0.6667,0.0,1
5570,Clean,B,0,0,0,0.005,18,6,2,0,2,0,0,0,16,-1.0,1,1.0,0.0,0.0,1
5571,Dirty,B,1,1,0,0.03,8,11,3,2,1,2,0,0,3,19.5,1,1.0,0.6667,0.0,1
5572,Dirty,A,1,1,0,0.03,8,12,4,3,1,3,0,0,1,29.5,1,1.0,0.75,0.0,1
5573,Stochastic,A,1,0,0,0.12,20,10,2,1,1,1,0,0,17,9.5,1,1.0,0.5,0.0,1
5574,Dirty,A,1,1,0,0.03,18,10,3,2,1,2,0,0,13,19.5,1,1.0,0.6667,0.0,1
5575,Dirty,A,1,0,0,0.03,9,6,2,1,1,1,0,0,6,9.5,1,1.0,0.5,0.0,1
5576,Stochastic,A,1,1,0,0.12,20,4,3,2,1,2,0,0,15,19.5,1,1.0,0.6667,0.0,1
5577,Clean,A,0,1,1,0.005,16,9,9,0,6,3,3,1,4,-9.0,0,0.0,0.0,1.0,0
5578,Clean,B,0,0,0,0.005,12,8,2,0,2,0,0,0,10,-1.0,1,1.0,0.0,0.0,1
5579,Dirty,B,1,1,0,0.03,18,5,5,3,2,3,0,0,10,29.0,1,1.0,0.6,0.0,1
5580,Stochastic,B,1,0,1,0.12,9,11,5,1,3,2,1,0,2,6.5,1,1.0,0.2,0.5,1
5581,Dirty,A,0,1,0,0.03,14,12,2,1,1,1,0,0,11,9.5,1,1.0,0.5,0.0,1
5582,Dirty,B,1,1,0,0.03,8,4,3,2,1,2,0,0,3,19.5,1,1.0,0.6667,0.0,1
5583,Dirty,B,1,0,0,0.03,9,11,2,1,1,1,0,0,6,9.5,1,1.0,0.5,0.0,1
5584,Stochastic,A,1,1,0,0.12,15,8,3,2,1,2,0,0,10,19.5,1,1.0,0.6667,0.0,1
5585,Stochastic,B,0,1,1,0.12,14,7,2,1,0,2,1,0,10,8.0,1,1.0,0.5,0.5,1
5586,Clean,B,0,0,0,0.005,19,8,2,0,2,0,0,0,17,-1.0,1,1.0,0.0,0.0,1
5587,Stochastic,B,1,1,0,0.12,18,6,3,2,1,2,0,0,13,19.5,1,1.0,0.6667,0.0,1
5588,Dirty,B,1,1,0,0.03,14,11,3,2,1,2,0,0,9,19.5,1,1.0,0.6667,0.0,1
5589,Clean,B,0,0,0,0.005,12,5,2,0,2,0,0,0,10,-1.0,1,1.0,0.0,0.0,1
5590,Dirty,B,1,1,0,0.03,16,6,3,2,1,2,0,0,11,19.5,1,1.0,0.6667,0.0,1
5591,Stochastic,B,0,1,0,0.12,18,7,2,1,1,1,0,0,15,9.5,1,1.0,0.5,0.0,1
5592,Clean,A,0,0,0,0.005,14,8,2,0,2,0,0,0,12,-1.0,1,1.0,0.0,0.0,1
5593,Clean,A,0,0,0,0.005,13,5,2,0,2,0,0,0,11,-1.0,1,1.0,0.0,0.0,1
5594,Clean,B,1,0,0,0.005,12,10,2,1,1,1,0,0,9,9.5,1,1.0,0.5,0.0,1
5595,Dirty,B,1,1,0,0.03,8,6,3,2,1,2,0,0,3,19.5,1,1.0,0.6667,0.0,1
5596,Dirty,B,0,1,0,0.03,9,12,2,1,1,1,0,0,6,9.5,1,1.0,0.5,0.0,1
5597,Clean,B,0,0,0,0.005,9,12,2,0,2,0,0,0,7,-1.0,1,1.0,0.0,0.0,1
5598,Dirty,A,1,0,0,0.03,14,5,3,2,1,2,0,0,9,19.5,1,1.0,0.6667,0.0,1
5599,Stochastic,A,0,0,0,0.12,11,9,2,0,2,0,0,0,9,-1.0,1,1.0,0.0,0.0,1
5600,Stochastic,B,0,1,0,0.12,8,4,2,2,0,2,0,0,4,20.0,1,1.0,1.0,0.0,1
5601,Stochastic,B,1,0,0,0.12,16,10,2,1,1,1,0,0,13,9.5,1,1.0,0.5,0.0,1
5602,Stochastic,B,1,1,0,0.12,17,8,3,2,1,2,0,0,12,19.5,1,1.0,0.6667,0.0,1
5603,Clean,B,0,0,0,0.005,14,4,2,0,2,0,0,0,12,-1.0,1,1.0,0.0,0.0,1
5604,Stochastic,A,0,1,0,0.12,12,11,2,1,1,1,0,0,9,9.5,1,1.0,0.5,0.0,1
5605,Dirty,B,1,1,0,0.03,17,4,3,2,1,2,0,0,12,19.5,1,1.0,0.6667,0.0,1
5606,Clean,B,0,0,0,0.005,15,7,2,0,2,0,0,0,13,-1.0,1,1.0,0.0,0.0,1
5607,Clean,A,0,0,0,0.005,10,12,2,0,2,0,0,0,8,-1.0,1,1.0,0.0,0.0,1
5608,Dirty,A,1,1,0,0.03,9,6,3,2,1,2,0,0,4,19.5,1,1.0,0.6667,0.0,1
5609,Stochastic,B,0,1,0,0.12,20,7,2,1,1,1,0,0,17,9.5,1,1.0,0.5,0.0,1
5610,Stochastic,A,0,0,1,0.12,9,11,2,0,1,1,1,0,6,-2.5,1,1.0,0.0,1.0,0
5611,Stochastic,B,1,0,0,0.12,9,4,2,1,1,1,0,0,6,9.5,1,1.0,0.5,0.0,1
5612,Stochastic,B,1,1,0,0.12,18,10,3,2,1,2,0,0,13,19.5,1,1.0,0.6667,0.0,1
5613,Clean,A,0,0,0,0.005,14,11,2,0,2,0,0,0,12,-1.0,1,1.0,0.0,0.0,1
5614,Clean,B,0,0,0,0.005,13,7,2,0,2,0,0,0,11,-1.0,1,1.0,0.0,0.0,1
5615,Clean,B,1,0,0,0.005,20,10,2,1,1,1,0,0,17,9.5,1,1.0,0.5,0.0,1
5616,Dirty,A,1,1,0,0.03,9,10,3,2,1,2,0,0,4,19.5,1,1.0,0.6667,0.0,1
5617,Clean,A,0,0,0,0.005,17,8,2,0,2,0,0,0,15,-1.0,1,1.0,0.0,0.0,1
5618,Stochastic,B,0,0,0,0.12,14,7,2,0,2,0,0,0,12,-1.0,1,1.0,0.0,0.0,1
5619,Stochastic,B,1,1,0,0.12,13,8,3,2,1,2,0,0,8,19.5,1,1.0,0.6667,0.0,1
5620,Clean,A,0,0,0,0.005,20,6,2,0,2,0,0,0,18,-1.0,1,1.0,0.0,0.0,1
5621,Clean,B,0,0,0,0.005,12,6,2,0,2,0,0,0,10,-1.0,1,1.0,0.0,0.0,1
5622,Stochastic,A,1,1,0,0.12,12,12,3,2,1,2,0,0,7,19.5,1,1.0,0.6667,0.0,1
5623,Stochastic,A,0,1,0,0.12,16,11,2,1,1,1,0,0,13,9.5,1,1.0,0.5,0.0,1
5624,Dirty,B,0,1,0,0.03,15,12,2,1,1,1,0,0,12,9.5,1,1.0,0.5,0.0,1
5625,Dirty,B,1,0,0,0.03,16,6,2,1,1,1,0,0,13,9.5,1,1.0,0.5,0.0,1
5626,Clean,A,0,0,0,0.005,9,10,2,0,2,0,0,0,7,-1.0,1,1.0,0.0,0.0,1
5627,Clean,B,0,0,1,0.005,17,8,2,0,0,2,2,0,13,-4.0,1,1.0,0.0,1.0,0
5628,Stochastic,A,1,0,0,0.12,8,6,3,2,1,2,0,0,3,19.5,1,1.0,0.6667,0.0,1
5629,Stochastic,B,0,1,0,0.12,8,9,4,2,2,2,0,0,2,19.0,1,1.0,0.5,0.0,1
5630,Dirty,B,1,1,0,0.03,13,6,6,4,2,4,0,0,3,39.0,1,1.0,0.6667,0.0,1
5631,Stochastic,B,0,1,0,0.12,20,7,2,1,1,1,0,0,17,9.5,1,1.0,0.5,0.0,1
5632,Dirty,B,1,1,0,0.03,20,8,3,2,1,2,0,0,15,19.5,1,1.0,0.6667,0.0,1
5633,Dirty,B,0,0,0,0.03,15,4,2,0,2,0,0,0,13,-1.0,1,1.0,0.0,0.0,1
5634,Stochastic,B,0,1,0,0.12,18,6,5,3,2,3,0,0,10,29.0,1,1.0,0.6,0.0,1
5635,Dirty,B,1,1,0,0.03,19,7,3,2,1,2,0,0,14,19.5,1,1.0,0.6667,0.0,1
5636,Stochastic,A,0,1,0,0.12,8,4,2,1,1,1,0,0,5,9.5,1,1.0,0.5,0.0,1
5637,Dirty,B,0,1,0,0.03,13,6,2,1,1,1,0,0,10,9.5,1,1.0,0.5,0.0,1
5638,Clean,B,0,0,0,0.005,10,8,2,0,2,0,0,0,8,-1.0,1,1.0,0.0,0.0,1
5639,Clean,A,0,0,0,0.005,17,12,2,0,2,0,0,0,15,-1.0,1,1.0,0.0,0.0,1
5640,Stochastic,A,0,0,1,0.12,14,7,2,0,2,0,0,0,12,-1.0,1,1.0,0.0,0.0,1
5641,Clean,A,0,0,0,0.005,11,10,2,0,2,0,0,0,9,-1.0,1,1.0,0.0,0.0,1
5642,Dirty,A,1,0,0,0.03,20,9,2,1,1,1,0,0,17,9.5,1,1.0,0.5,0.0,1
5643,Dirty,B,1,1,0,0.03,9,7,3,2,1,2,0,0,4,19.5,1,1.0,0.6667,0.0,1
5644,Stochastic,B,0,0,0,0.12,19,6,2,0,2,0,0,0,17,-1.0,1,1.0,0.0,0.0,1
5645,Stochastic,B,1,1,0,0.12,17,7,3,2,1,2,0,0,12,19.5,1,1.0,0.6667,0.0,1
5646,Stochastic,B,1,1,0,0.12,14,6,3,2,1,2,0,0,9,19.5,1,1.0,0.6667,0.0,1
5647,Clean,B,0,0,0,0.005,20,6,2,0,2,0,0,0,18,-1.0,1,1.0,0.0,0.0,1
5648,Stochastic,A,0,0,0,0.12,15,11,2,0,2,0,0,0,13,-1.0,1,1.0,0.0,0.0,1
5649,Stochastic,B,0,0,0,0.12,13,5,2,0,2,0,0,0,11,-1.0,1,1.0,0.0,0.0,1
5650,Stochastic,B,0,1,0,0.12,13,11,4,3,1,3,0,0,6,29.5,1,1.0,0.75,0.0,1
5651,Dirty,B,1,1,0,0.03,12,6,3,2,1,2,0,0,7,19.5,1,1.0,0.6667,0.0,1
5652,Stochastic,B,1,1,0,0.12,15,10,3,2,1,2,0,0,10,19.5,1,1.0,0.6667,0.0,1
5653,Clean,B,0,0,0,0.005,18,6,2,0,2,0,0,0,16,-1.0,1,1.0,0.0,0.0,1
5654,Dirty,A,1,1,0,0.03,12,11,3,2,1,2,0,0,7,19.5,1,1.0,0.6667,0.0,1
5655,Stochastic,B,1,1,0,0.12,18,4,3,2,1,2,0,0,13,19.5,1,1.0,0.6667,0.0,1
5656,Dirty,A,0,1,0,0.03,9,4,2,1,1,1,0,0,6,9.5,1,1.0,0.5,0.0,1
5657,Clean,B,0,0,0,0.005,20,11,2,0,2,0,0,0,18,-1.0,1,1.0,0.0,0.0,1
5658,Clean,A,0,0,0,0.005,10,9,2,0,2,0,0,0,8,-1.0,1,1.0,0.0,0.0,1
5659,Stochastic,B,1,1,0,0.12,19,9,4,3,1,3,0,0,12,29.5,1,1.0,0.75,0.0,1
5660,Stochastic,B,1,0,1,0.12,10,5,5,0,2,3,3,1,2,-7.0,0,0.0,0.0,1.0,0
5661,Clean,B,0,0,0,0.005,8,7,4,1,3,1,0,0,3,8.5,1,1.0,0.25,0.0,1
5662,Dirty,B,0,0,0,0.03,10,9,2,0,2,0,0,0,8,-1.0,1,1.0,0.0,0.0,1
5663,Stochastic,A,1,0,0,0.12,20,7,6,3,3,3,0,0,11,28.5,1,1.0,0.5,0.0,1
5664,Clean,A,0,0,0,0.005,8,9,2,0,2,0,0,0,6,-1.0,1,1.0,0.0,0.0,1
5665,Stochastic,B,0,1,0,0.12,19,6,2,1,1,1,0,0,16,9.5,1,1.0,0.5,0.0,1
5666,Dirty,B,1,0,0,0.03,18,9,2,1,1,1,0,0,15,9.5,1,1.0,0.5,0.0,1
5667,Stochastic,B,1,0,0,0.12,12,10,4,2,2,2,0,0,6,19.0,1,1.0,0.5,0.0,1
5668,Dirty,B,1,1,0,0.03,12,10,3,2,1,2,0,0,7,19.5,1,1.0,0.6667,0.0,1
5669,Dirty,A,1,1,0,0.03,12,6,3,2,1,2,0,0,7,19.5,1,1.0,0.6667,0.0,1
5670,Clean,A,0,0,1,0.005,11,7,2,0,1,1,1,0,8,-2.5,1,1.0,0.0,1.0,0
5671,Stochastic,A,1,0,0,0.12,14,12,2,1,1,1,0,0,11,9.5,1,1.0,0.5,0.0,1
5672,Clean,A,0,0,0,0.005,16,12,2,0,2,0,0,0,14,-1.0,1,1.0,0.0,0.0,1
5673,Clean,B,0,0,0,0.005,8,5,2,0,2,0,0,0,6,-1.0,1,1.0,0.0,0.0,1
5674,Clean,A,0,0,0,0.005,14,7,2,0,2,0,0,0,12,-1.0,1,1.0,0.0,0.0,1
5675,Stochastic,A,1,0,0,0.12,19,7,2,1,1,1,0,0,16,9.5,1,1.0,0.5,0.0,1
5676,Dirty,B,1,0,0,0.03,16,9,2,1,1,1,0,0,13,9.5,1,1.0,0.5,0.0,1
5677,Stochastic,B,0,1,0,0.12,8,5,4,2,2,2,0,0,2,19.0,1,1.0,0.5,0.0,1
5678,Dirty,B,1,1,0,0.03,17,8,3,2,1,2,0,0,12,19.5,1,1.0,0.6667,0.0,1
5679,Dirty,B,1,1,0,0.03,13,7,3,2,1,2,0,0,8,19.5,1,1.0,0.6667,0.0,1
5680,Clean,B,0,1,0,0.005,12,6,2,1,1,1,0,0,9,9.5,1,1.0,0.5,0.0,1
5681,Clean,A,0,0,0,0.005,16,11,2,0,2,0,0,0,14,-1.0,1,1.0,0.0,0.0,1
5682,Dirty,A,1,1,0,0.03,12,9,3,2,1,2,0,0,7,19.5,1,1.0,0.6667,0.0,1
5683,Dirty,B,1,1,0,0.03,11,11,3,2,1,2,0,0,6,19.5,1,1.0,0.6667,0.0,1
5684,Clean,A,0,0,0,0.005,19,11,2,0,2,0,0,0,17,-1.0,1,1.0,0.0,0.0,1
5685,Stochastic,B,0,1,0,0.12,13,7,2,2,0,2,0,0,9,20.0,1,1.0,1.0,0.0,1
5686,Dirty,B,0,1,0,0.03,15,9,2,1,1,1,0,0,12,9.5,1,1.0,0.5,0.0,1
5687,Clean,B,0,0,0,0.005,17,12,2,0,2,0,0,0,15,-1.0,1,1.0,0.0,0.0,1
5688,Dirty,B,0,1,0,0.03,8,8,2,1,1,1,0,0,5,9.5,1,1.0,0.5,0.0,1
5689,Clean,B,0,0,0,0.005,12,12,2,0,2,0,0,0,10,-1.0,1,1.0,0.0,0.0,1
5690,Dirty,B,0,1,0,0.03,16,6,2,1,1,1,0,0,13,9.5,1,1.0,0.5,0.0,1
5691,Dirty,B,1,1,0,0.03,15,10,3,2,1,2,0,0,10,19.5,1,1.0,0.6667,0.0,1
5692,Dirty,A,0,1,0,0.03,16,11,2,1,1,1,0,0,13,9.5,1,1.0,0.5,0.0,1
5693,Dirty,B,1,1,0,0.03,17,10,3,2,1,2,0,0,12,19.5,1,1.0,0.6667,0.0,1
5694,Dirty,B,1,1,0,0.03,10,10,3,2,1,2,0,0,5,19.5,1,1.0,0.6667,0.0,1
5695,Clean,A,0,0,0,0.005,18,4,2,0,2,0,0,0,16,-1.0,1,1.0,0.0,0.0,1
5696,Clean,A,0,0,0,0.005,17,6,2,0,2,0,0,0,15,-1.0,1,1.0,0.0,0.0,1
5697,Dirty,A,0,1,0,0.03,12,9,2,1,1,1,0,0,9,9.5,1,1.0,0.5,0.0,1
5698,Dirty,A,1,1,0,0.03,16,8,3,2,1,2,0,0,11,19.5,1,1.0,0.6667,0.0,1
5699,Dirty,A,1,0,0,0.03,17,9,2,1,1,1,0,0,14,9.5,1,1.0,0.5,0.0,1
5700,Stochastic,B,1,1,0,0.12,12,6,3,2,1,2,0,0,7,19.5,1,1.0,0.6667,0.0,1
5701,Dirty,B,1,1,0,0.03,15,8,3,2,1,2,0,0,10,19.5,1,1.0,0.6667,0.0,1
5702,Clean,B,0,0,0,0.005,20,4,2,0,2,0,0,0,18,-1.0,1,1.0,0.0,0.0,1
5703,Dirty,A,1,1,0,0.03,13,10,4,3,1,3,0,0,6,29.5,1,1.0,0.75,0.0,1
5704,Clean,B,0,0,0,0.005,10,11,2,0,2,0,0,0,8,-1.0,1,1.0,0.0,0.0,1
5705,Stochastic,B,1,1,0,0.12,11,8,3,2,1,2,0,0,6,19.5,1,1.0,0.6667,0.0,1
5706,Dirty,A,1,1,0,0.03,15,8,3,2,1,2,0,0,10,19.5,1,1.0,0.6667,0.0,1
5707,Clean,A,0,0,0,0.005,19,5,2,0,2,0,0,0,17,-1.0,1,1.0,0.0,0.0,1
5708,Clean,B,0,1,0,0.005,9,10,2,1,1,1,0,0,6,9.5,1,1.0,0.5,0.0,1
5709,Stochastic,A,0,0,0,0.12,9,4,2,0,2,0,0,0,7,-1.0,1,1.0,0.0,0.0,1
5710,Dirty,B,1,1,0,0.03,12,5,3,2,1,2,0,0,7,19.5,1,1.0,0.6667,0.0,1
5711,Stochastic,B,1,1,0,0.12,20,7,3,2,1,2,0,0,15,19.5,1,1.0,0.6667,0.0,1
5712,Stochastic,A,0,0,0,0.12,17,9,2,0,2,0,0,0,15,-1.0,1,1.0,0.0,0.0,1
5713,Clean,B,0,0,0,0.005,9,12,2,0,2,0,0,0,7,-1.0,1,1.0,0.0,0.0,1
5714,Clean,B,0,0,0,0.005,16,12,2,0,2,0,0,0,14,-1.0,1,1.0,0.0,0.0,1
5715,Dirty,A,1,1,0,0.03,17,11,3,2,1,2,0,0,12,19.5,1,1.0,0.6667,0.0,1
5716,Stochastic,A,0,0,1,0.12,19,9,2,0,0,2,2,0,15,-4.0,1,1.0,0.0,1.0,0
5717,Stochastic,B,0,0,0,0.12,19,11,2,0,2,0,0,0,17,-1.0,1,1.0,0.0,0.0,1
5718,Stochastic,B,0,1,0,0.12,18,12,2,1,1,1,0,0,15,9.5,1,1.0,0.5,0.0,1
5719,Stochastic,A,0,0,1,0.12,11,11,2,0,2,0,0,0,9,-1.0,1,1.0,0.0,0.0,1
5720,Clean,B,0,0,0,0.005,11,11,2,0,2,0,0,0,9,-1.0,1,1.0,0.0,0.0,1
5721,Clean,B,0,0,0,0.005,10,7,2,0,2,0,0,0,8,-1.0,1,1.0,0.0,0.0,1
5722,Stochastic,B,0,1,0,0.12,10,6,2,1,1,1,0,0,7,9.5,1,1.0,0.5,0.0,1
5723,Clean,B,0,0,0,0.005,9,5,2,0,2,0,0,0,7,-1.0,1,1.0,0.0,0.0,1
5724,Dirty,B,0,1,0,0.03,14,11,2,1,1,1,0,0,11,9.5,1,1.0,0.5,0.0,1
5725,Stochastic,B,1,1,0,0.12,15,11,3,2,1,2,0,0,10,19.5,1,1.0,0.6667,0.0,1
5726,Stochastic,A,0,1,0,0.12,10,4,2,1,1,1,0,0,7,9.5,1,1.0,0.5,0.0,1
5727,Stochastic,B,0,0,0,0.12,11,12,2,0,2,0,0,0,9,-1.0,1,1.0,0.0,0.0,1
5728,Stochastic,B,0,1,0,0.12,11,10,2,1,1,1,0,0,8,9.5,1,1.0,0.5,0.0,1
5729,Dirty,A,1,1,0,0.03,20,11,3,2,1,2,0,0,15,19.5,1,1.0,0.6667,0.0,1
5730,Dirty,A,1,0,0,0.03,17,4,2,1,1,1,0,0,14,9.5,1,1.0,0.5,0.0,1
5731,Clean,A,0,0,0,0.005,20,9,2,0,2,0,0,0,18,-1.0,1,1.0,0.0,0.0,1
5732,Clean,A,0,0,0,0.005,17,9,2,0,2,0,0,0,15,-1.0,1,1.0,0.0,0.0,1
5733,Stochastic,B,1,0,1,0.12,12,11,10,1,7,3,2,0,-1,2.5,1,1.0,0.1,0.6667,0
5734,Stochastic,A,0,0,0,0.12,19,11,3,1,2,1,0,0,15,9.0,1,1.0,0.3333,0.0,1
5735,Stochastic,B,1,1,0,0.12,15,9,3,2,1,2,0,0,10,19.5,1,1.0,0.6667,0.0,1
5736,Dirty,A,1,1,0,0.03,8,10,3,2,1,2,0,0,3,19.5,1,1.0,0.6667,0.0,1
5737,Stochastic,B,0,1,0,0.12,10,7,2,1,1,1,0,0,7,9.5,1,1.0,0.5,0.0,1
5738,Stochastic,B,1,1,0,0.12,19,4,3,2,1,2,0,0,14,19.5,1,1.0,0.6667,0.0,1
5739,Clean,A,0,0,0,0.005,18,6,2,0,2,0,0,0,16,-1.0,1,1.0,0.0,0.0,1
5740,Stochastic,B,0,1,0,0.12,9,8,2,1,1,1,0,0,6,9.5,1,1.0,0.5,0.0,1
5741,Clean,B,0,0,0,0.005,13,11,2,0,2,0,0,0,11,-1.0,1,1.0,0.0,0.0,1
5742,Clean,B,0,0,0,0.005,16,4,2,0,2,0,0,0,14,-1.0,1,1.0,0.0,0.0,1
5743,Clean,B,0,0,0,0.005,13,11,2,0,2,0,0,0,11,-1.0,1,1.0,0.0,0.0,1
5744,Stochastic,B,0,1,1,0.12,14,9,2,1,0,2,1,0,10,8.0,1,1.0,0.5,0.5,1
5745,Clean,B,0,0,0,0.005,8,12,2,0,2,0,0,0,6,-1.0,1,1.0,0.0,0.0,1
5746,Stochastic,A,1,1,1,0.12,10,7,7,1,6,1,0,1,2,7.0,0,0.5,0.1429,0.0,0
5747,Stochastic,B,1,0,0,0.12,16,5,2,1,1,1,0,0,13,9.5,1,1.0,0.5,0.0,1
5748,Stochastic,B,0,1,0,0.12,18,6,4,3,1,3,0,0,11,29.5,1,1.0,0.75,0.0,1
5749,Stochastic,A,0,0,0,0.12,18,10,2,0,2,0,0,0,16,-1.0,1,1.0,0.0,0.0,1
5750,Dirty,A,1,1,0,0.03,15,12,3,2,1,2,0,0,10,19.5,1,1.0,0.6667,0.0,1
5751,Stochastic,B,1,1,0,0.12,17,7,3,2,1,2,0,0,12,19.5,1,1.0,0.6667,0.0,1
